0, 0, 0, 0, 0, 0, 26.7, -5.698626666666667, 55.433733333333336, 5, 0.14, 278.53, 1.89, 1626352755.1075637
0, 0, 0, 0, 0, 0, 26.7, -5.698626666666667, 55.433733333333336, 5, 0.14, 278.53, 1.89, 1626352755.1082659
0, 0, 0, 0, 0, 0, 26.7, -5.698626666666667, 55.433733333333336, 5, 0.14, 278.53, 1.89, 1626352755.1087317
0, 0, 0, 0, 0, 0, 26.7, -5.698626666666667, 55.433733333333336, 5, 0.14, 278.53, 1.89, 1626352755.109131
0, 0, 0, 0, 0, 0, 26.7, -5.698626666666667, 55.433733333333336, 5, 0.14, 278.53, 1.89, 1626352755.1095014
0, 0, 0, 0, 0, 0, 26.7, -5.698626666666667, 55.433733333333336, 5, 0.14, 278.53, 1.89, 1626352755.1098468
0, 0, 0, 0, 0, 0, 26.7, -5.698626666666667, 55.433733333333336, 5, 0.14, 278.53, 1.89, 1626352755.1102583
0, 0, 0, 0, 0, 0, 26.7, -5.698626666666667, 55.433733333333336, 5, 0.14, 278.53, 1.89, 1626352755.1108918
0, 0, 0, 0, 0, 0, 26.7, -5.698626666666667, 55.433733333333336, 5, 0.14, 278.53, 1.89, 1626352755.1114702
0, 0, 0, 0, 0, 0, 26.7, -5.698626666666667, 55.433733333333336, 5, 0.14, 278.53, 1.89, 1626352755.1118448
0, 0, 0, 0, 0, 0, 26.7, -5.698626666666667, 55.433733333333336, 5, 0.14, 278.53, 1.89, 1626352755.1122081
0, 0, 0, 0, 0, 0, 26.7, -5.698626666666667, 55.433733333333336, 5, 0.14, 278.53, 1.89, 1626352755.1126285
0, 0, 0, 0, 0, 0, 26.7, -5.698626666666667, 55.433733333333336, 5, 0.14, 278.53, 1.89, 1626352755.1130416
0, 0, 0, 0, 0, 0, 26.7, -5.698626666666667, 55.433733333333336, 5, 0.14, 278.53, 1.89, 1626352755.1134405
0, 0, 0, 0, 0, 0, 26.7, -5.698626666666667, 55.433733333333336, 5, 0.14, 278.53, 1.89, 1626352755.1138992
0, 0, 0, 0, 0, 0, 26.7, -5.698626666666667, 55.433733333333336, 5, 0.14, 278.53, 1.89, 1626352755.1143055
0, 0, 0, 0, 0, 0, 26.7, -5.698626666666667, 55.433733333333336, 5, 0.14, 278.53, 1.89, 1626352755.1147983
0, 0, 0, 0, 0, 0, 26.7, -5.698626666666667, 55.433733333333336, 5, 0.14, 278.53, 1.89, 1626352755.115293
0, 0, 0, 0, 0, 0, 26.7, -5.698626666666667, 55.433733333333336, 5, 0.14, 278.53, 1.89, 1626352755.1157308
0, 0, 0, 0, 0, 0, 26.7, -5.698626666666667, 55.433733333333336, 5, 0.14, 278.53, 1.89, 1626352755.1162727
0, 0, 0, 0, 0, 0, 26.7, -5.698626666666667, 55.433733333333336, 5, 0.14, 278.53, 1.89, 1626352755.1168315
0, 0, 0, 0, 0, 0, 26.7, -5.698626666666667, 55.433733333333336, 5, 0.14, 278.53, 1.89, 1626352755.1173382
0, 0, 0, 0, 0, 0, 26.7, -5.698626666666667, 55.433733333333336, 5, 0.14, 278.53, 1.89, 1626352755.1178365
0, 0, 0, 0, 0, 0, 26.7, -5.698626666666667, 55.433733333333336, 5, 0.14, 278.53, 1.89, 1626352755.1185346
0, 0, 0, 0, 0, 0, 26.7, -5.698626666666667, 55.433733333333336, 5, 0.14, 278.53, 1.89, 1626352755.1189342
0, 0, 0, 0, 0, 0, 26.7, -5.698626666666667, 55.433733333333336, 5, 0.14, 278.53, 1.89, 1626352755.1193435
0, 0, 0, 0, 0, 0, 26.7, -5.698626666666667, 55.433733333333336, 5, 0.14, 278.53, 1.89, 1626352755.11969
0, 0, 0, 0, 0, 0, 26.7, -5.698626666666667, 55.433733333333336, 5, 0.14, 278.53, 1.89, 1626352755.1202006
0, 0, 0, 0, 0, 0, 26.7, -5.698626666666667, 55.433733333333336, 5, 0.14, 278.53, 1.89, 1626352755.1207876
0, 0, 0, 0, 0, 0, 26.7, -5.698626666666667, 55.433733333333336, 5, 0.14, 278.53, 1.89, 1626352755.1212947
0, 0, 0, 0, 0, 0, 26.7, -5.698626666666667, 55.433733333333336, 5, 0.14, 278.53, 1.89, 1626352755.121672
0, 0, 0, 0, 0, 0, 26.7, -5.698626666666667, 55.433733333333336, 5, 0.14, 278.53, 1.89, 1626352755.1220818
0, 0, 0, 0, 0, 0, 26.7, -5.698626666666667, 55.433733333333336, 5, 0.14, 278.53, 1.89, 1626352755.1225636
0, 0, 0, 0, 0, 0, 26.7, -5.698626666666667, 55.433733333333336, 5, 0.14, 278.53, 1.89, 1626352755.1232562
0, 0, 0, 0, 0, 0, 26.7, -5.698626666666667, 55.433733333333336, 5, 0.14, 278.53, 1.89, 1626352755.123712
0, 0, 0, 0, 0, 0, 26.7, -5.698626666666667, 55.433733333333336, 5, 0.14, 278.53, 1.89, 1626352755.1240935
0, 0, 0, 0, 0, 0, 26.7, -5.698626666666667, 55.433733333333336, 5, 0.14, 278.53, 1.89, 1626352755.1244442
0, 0, 0, 0, 0, 0, 26.7, -5.698626666666667, 55.433733333333336, 5, 0.14, 278.53, 1.89, 1626352755.1247733
0, 0, 0, 0, 0, 0, 26.7, -5.698626666666667, 55.433733333333336, 5, 0.14, 278.53, 1.89, 1626352755.125159
0, 0, 0, 0, 0, 0, 26.7, -5.698626666666667, 55.433733333333336, 5, 0.14, 278.53, 1.89, 1626352755.1256948
0, 0, 0, 0, 0, 0, 26.7, -5.698626666666667, 55.433733333333336, 5, 0.14, 278.53, 1.89, 1626352755.1263764
0, 0, 0, 0, 0, 0, 26.7, -5.698626666666667, 55.433733333333336, 5, 0.14, 278.53, 1.89, 1626352755.1268003
